Gene_ID	Gene_Name	CV_R2	kernel	degree	C	time.s.
ENSG00000120948.11	TARDBP	-0.00576836774148981	poly	7	0.5	513.872992515564
ENSG00000008130.11	NADK	-0.0282746771772735	poly	4	0.05	124.50041103363
ENSG00000142794.14	NBPF3	-0.00847593641576836	sigmoid	2	1	550.91560292244
ENSG00000142599.13	RERE	0.00200212588272453	poly	4	0.5	579.48432636261
ENSG00000116288.8	PARK7	0.153788845430587	poly	2	1.5	531.54668712616
ENSG00000117758.9	STX12	-0.0138917308608578	poly	7	0.05	309.25150513649
ENSG00000171729.9	TMEM51	0.442304779854106	rbf	2	2	525.681900978088
ENSG00000037637.6	FBXO42	-0.0793428760871221	sigmoid	2	1e-04	398.593550443649
ENSG00000048707.9	VPS13D	-0.0342865413529027	rbf	2	0.1	357.25882101059
ENSG00000007923.11	DNAJC11	-0.0439484432133682	poly	7	0.1	448.93287563324
ENSG00000065526.6	SPEN	-0.0863554513908249	sigmoid	2	1e-04	382.752881526947
ENSG00000011009.6	LYPLA2	-0.0394367221511513	sigmoid	2	1e-04	339.709016084671
ENSG00000117751.13	PPP1R8	0.00190231502904226	rbf	2	0.5	243.103685617447
ENSG00000159189.7	C1QC	-0.0220107595632565	poly	3	0.1	538.202257633209
ENSG00000162444.11	RBP7	0.0952464405568562	linear	2	5e-04	255.296810388565
ENSG00000204219.5	TCEA3	0.028728549573063	poly	6	0.5	465.215918540955
ENSG00000132881.7	RSG1	-0.0269540311436864	sigmoid	2	0.1	303.120525121689
ENSG00000173372.12	C1QA	-0.025595794202468	poly	2	0.5	498.456537008286
ENSG00000162419.8	GMEB1	-0.0388942684823817	poly	7	0.01	307.877856731415
ENSG00000133226.12	SRRM1	-0.0567361889815315	poly	7	0.01	383.829815626144
ENSG00000219481.6	NBPF1	-0.0268462659924313	poly	6	0.005	398.136539936066
ENSG00000074800.9	ENO1	0.000288052527184046	poly	7	0.1	354.479294538498
ENSG00000142632.11	ARHGEF19	0.218234096671424	sigmoid	2	2	334.745311260223
ENSG00000158825.5	CDA	0.251803412024164	linear	2	0.001	477.073654174805
ENSG00000171603.12	CLSTN1	-0.0128549157025212	poly	7	0.05	371.980714321136
ENSG00000158292.6	GPR153	-0.0193005936187904	poly	7	0.5	436.767362117767
ENSG00000116786.7	PLEKHM2	0.0505885553347246	poly	6	0.5	653.7363717556
ENSG00000007968.6	E2F2	-0.0149635720188028	poly	7	0.05	413.660771131516
ENSG00000142657.16	PGD	-0.0154778377839597	sigmoid	2	0.1	251.878853082657
ENSG00000175707.7	C1orf172	-0.0243114257456597	poly	2	0.01	305.198574542999
ENSG00000162496.4	DHRS3	-0.0886541187840938	sigmoid	2	1e-04	213.210631847382
ENSG00000078808.12	SDF4	-0.000100069878759346	sigmoid	2	1	93.5742623806
ENSG00000131591.13	C1orf159	-0.0235817306042862	poly	6	5e-04	67.3937003612518
ENSG00000160087.16	UBE2J2	-0.00737063715195225	rbf	2	0.1	74.7009301185608
ENSG00000133216.12	EPHB2	-0.0204094072516586	rbf	2	0.1	498.544850349426
ENSG00000198793.8	MTOR	-0.0238896152464086	poly	4	1	407.668027639389
ENSG00000127483.13	HP1BP3	0.0285412215296801	rbf	2	0.5	542.586429834366
ENSG00000142684.7	ZNF593	0.147663578264785	poly	2	1	288.731034517288
ENSG00000188290.6	HES4	-0.011727385296564	poly	6	0.001	56.6841695308685
ENSG00000142677.3	IL22RA1	-0.057885061556323	poly	3	0.1	468.138257980347
ENSG00000188157.9	AGRN	-0.0252069815448384	poly	7	0.001	81.8474633693695
ENSG00000157933.9	SKI	-0.026686076858968	sigmoid	2	1e-04	169.414157629013
ENSG00000130775.11	THEMIS2	0.0707006497971327	poly	2	0.5	281.960563898087
ENSG00000097021.14	ACOT7	0.100766126666852	linear	2	5e-04	476.018193006516
ENSG00000188529.10	SRSF10	-0.00888944509452525	sigmoid	2	0.5	345.284883022308
ENSG00000070831.11	CDC42	-0.0324615757425185	poly	3	0.1	733.307961702347
ENSG00000074964.12	ARHGEF10L	-0.0124981968670858	sigmoid	2	0.1	613.95811009407
ENSG00000158828.5	PINK1	-0.0181124511525496	rbf	2	0.1	532.516494989395
ENSG00000130940.10	CASZ1	-0.0242995634919918	poly	7	1e-04	318.194126844406
ENSG00000224051.2	GLTPD1	-0.0167327845806201	poly	6	1e-04	91.1091675758362
ENSG00000142675.13	CNKSR1	-0.0530772079020064	poly	3	0.01	336.908861398697
ENSG00000116649.5	SRM	-0.0548582395095686	poly	7	0.5	380.977703094482
ENSG00000049245.8	VAMP3	-0.0418910833638112	poly	7	0.5	479.579039573669
ENSG00000158109.10	TPRG1L	0.00910216412113516	sigmoid	2	1	348.412613868713
ENSG00000049249.4	TNFRSF9	0.0976255693381153	poly	3	0.5	536.65160369873
ENSG00000142583.13	SLC2A5	0.0670744346644403	poly	4	2	317.362030982971
ENSG00000008128.18	CDK11A	-0.0250745522681658	poly	6	0.001	103.223193883896
ENSG00000162511.7	LAPTM5	-0.0450375746180752	poly	7	0.01	669.4558365345
ENSG00000117318.8	ID3	-0.0322819286949125	poly	7	1	437.003343105316
ENSG00000116350.11	SRSF4	-0.0119232903399656	sigmoid	2	0.1	309.728013753891
ENSG00000159339.9	PADI4	0.00671426118448395	poly	5	1.5	570.142010688782
ENSG00000244038.5	DDOST	0.0136186671420839	poly	4	1	542.349451541901
ENSG00000130939.14	UBE4B	-0.0238968364383073	rbf	2	0.1	300.510809659958
ENSG00000134644.11	PUM1	-0.0648359524518368	poly	7	0.5	725.555773496628
ENSG00000011021.17	CLCN6	0.0131484056179296	linear	2	1e-04	353.66325545311
ENSG00000253368.3	TRNP1	0.377969309754405	sigmoid	2	2	326.901778459549
ENSG00000117118.5	SDHB	-0.0553155180130163	sigmoid	2	1e-04	400.359891891479
ENSG00000078369.13	GNB1	-0.0555327312873861	sigmoid	2	1e-04	113.953654050827
ENSG00000090432.5	MUL1	-0.0193002720212037	poly	7	1e-04	395.429075717926
ENSG00000158156.7	XKR8	0.013216344544181	rbf	2	0.5	301.607308626175
ENSG00000126709.10	IFI6	-0.0139622186972219	sigmoid	2	5e-04	276.680861473083
ENSG00000196581.6	AJAP1	-0.0186481179369729	poly	7	0.01	712.066028594971
ENSG00000204138.8	PHACTR4	0.142511802682029	linear	2	1e-04	371.573291301727
ENSG00000142669.9	SH3BGRL3	0.18281703466841	poly	2	0.5	311.676021814346
ENSG00000186501.9	TMEM222	-0.0511924969378722	sigmoid	2	1e-04	270.068972110748
ENSG00000242485.1	MRPL20	0.0291317477087516	poly	6	0.01	93.9650876522064
ENSG00000169403.7	PTAFR	0.0317986052036314	poly	4	0.1	244.119058847427
ENSG00000116731.18	PRDM2	-0.00765453927476636	sigmoid	2	0.05	406.750567674637
ENSG00000004487.11	KDM1A	0.0122943965343681	poly	7	0.5	446.54207277298
ENSG00000189409.8	MMP23B	-0.00223770277020059	poly	7	0.01	112.756360292435
ENSG00000173436.9	MINOS1	-0.0154513861676319	sigmoid	2	0.5	397.515037536621
ENSG00000116251.5	RPL22	0.00663830170705464	rbf	2	1.5	356.026617288589
ENSG00000142765.13	SYTL1	-0.0552885409863674	poly	7	0.005	289.782884597778
ENSG00000117682.12	DHDDS	-0.0137072359000865	poly	7	0.5	293.81289768219
ENSG00000117115.8	PADI2	-0.00701019441982085	poly	3	0.1	484.148741960526
ENSG00000169598.11	DFFB	0.044640107318884	poly	4	1	423.271131038666
ENSG00000175087.5	PDIK1L	-0.0318139383340947	rbf	2	0.1	358.647624731064
ENSG00000142606.11	MMEL1	0.146762265769232	rbf	2	0.5	182.687171936035
ENSG00000142676.8	RPL11	-0.0305665542678109	sigmoid	2	0.5	543.82656955719
ENSG00000169972.7	PUSL1	0.00731744899509206	poly	5	0.1	94.865284204483
ENSG00000117305.10	HMGCL	-0.0325953439938267	poly	7	1	461.637889862061
ENSG00000157870.10	FAM213B	0.0875534393447911	sigmoid	2	1.5	186.960405826569
ENSG00000169442.4	CD52	0.505872125989852	poly	3	2	282.503689050674
ENSG00000179051.9	RCC2	0.0368989511513324	poly	6	2	410.857360601425
ENSG00000009780.11	FAM76A	-0.00563040287228052	sigmoid	2	0.1	265.684420585632
ENSG00000188976.6	NOC2L	0.00191767488311794	linear	2	5e-04	61.3608067035675
ENSG00000162441.7	LZIC	-0.0508682901098976	linear	2	1e-04	329.920095682144
ENSG00000070886.6	EPHA8	-0.0151722916962238	sigmoid	2	0.5	510.460842847824
ENSG00000162438.7	CTRC	-0.00553096133554645	sigmoid	2	1e-04	568.354680299759
ENSG00000125945.9	ZNF436	-0.00858591700907805	poly	2	0.01	590.934587478638
ENSG00000182749.5	PAQR7	0.000411985613317367	linear	2	1e-04	301.748762845993
ENSG00000142733.10	MAP3K6	-0.0579108260403317	sigmoid	2	1e-04	293.795550823212
ENSG00000116213.11	WRAP73	-0.035046236459412	rbf	2	0.5	344.521766901016
ENSG00000142634.8	EFHD2	-0.015942253212541	sigmoid	2	0.1	534.762573003769
ENSG00000204859.7	ZBTB48	-0.00607829562628512	sigmoid	2	0.5	465.281028747559
ENSG00000158062.16	UBXN11	-0.0480069250211516	linear	2	1e-04	360.047094345093
ENSG00000171824.9	EXOSC10	-0.0225041792951026	rbf	2	0.1	321.550821304321
ENSG00000057757.5	PITHD1	-0.0130166354656636	sigmoid	2	0.05	526.922138214111
ENSG00000127481.10	UBR4	-0.00639573353517848	poly	7	0.1	565.933155536652
ENSG00000117602.7	RCAN3	-0.0296632299613385	sigmoid	2	1e-04	419.76239657402
ENSG00000028137.12	TNFRSF1B	-0.0182162799245782	rbf	2	0.1	294.741276741028
ENSG00000180098.5	TRNAU1AP	-0.00829540484204512	sigmoid	2	2	354.711163282394
ENSG00000117640.13	MTFR1L	0.017640063138745	sigmoid	2	1	328.000715732574
ENSG00000157881.9	PANK4	-0.0179805338518953	rbf	2	0.005	149.768769264221
ENSG00000090020.6	SLC9A1	-0.00380797413996092	sigmoid	2	0.1	299.605411529541
ENSG00000198830.6	HMGN2	0.0729096168340527	poly	7	1.5	260.095138072968
ENSG00000116691.6	MIIP	-0.0332777800950961	sigmoid	2	0.5	259.684864521027
ENSG00000204178.5	TMEM57	-0.0227348859998838	sigmoid	2	1e-04	512.421924591064
ENSG00000117643.10	MAN1C1	-0.0490511613701157	poly	7	0.05	435.854456186295
ENSG00000090273.9	NUDC	-0.0576282851346282	poly	7	0.1	374.171869277954
ENSG00000187608.5	ISG15	0.0855240547412643	poly	2	0.5	58.9417190551758
ENSG00000075151.15	EIF4G3	-0.0105861491843738	rbf	2	0.1	620.865107059479
ENSG00000053371.8	AKR7A2	0.0421855213590885	poly	4	2	466.841230869293
ENSG00000117748.5	RPA2	0.207554940351485	poly	2	1	236.088261842728
ENSG00000198746.8	GPATCH3	-0.0178853874265215	sigmoid	2	1e-04	350.940628528595
ENSG00000158006.9	PAFAH2	-0.00380096189041841	sigmoid	2	1e-04	280.934793949127
ENSG00000157978.7	LDLRAP1	-0.0521944411928854	sigmoid	2	1e-04	446.800723314285
ENSG00000127054.14	CPSF3L	-0.0106503505139137	poly	7	0.005	114.600879192352
ENSG00000116670.10	MAD2L2	-0.0262976277238848	poly	5	0.1	261.429059028625
ENSG00000127125.7	PPCS	-0.0136993933366742	poly	7	2	595.451760530472
ENSG00000132763.10	MMACHC	-0.0277542847037852	poly	7	1e-04	421.948215723038
ENSG00000183386.5	FHL3	0.0203724031684656	poly	6	2	400.477178096771
ENSG00000198815.4	FOXJ3	-0.00857839901845978	sigmoid	2	0.1	621.565692663193
ENSG00000186564.5	FOXD2	-0.00667797595855457	sigmoid	2	0.1	537.146837472916
ENSG00000162604.8	TM2D1	-0.0496615985112361	poly	3	0.1	556.79203081131
ENSG00000185104.15	FAF1	-0.00406207278207025	poly	7	1e-04	393.003076553345
ENSG00000116717.7	GADD45A	0.00920875237646681	poly	3	0.5	637.671331644058
ENSG00000134697.7	GNL2	0.141774565058651	poly	2	1.5	413.470932722092
ENSG00000198841.3	KTI12	-0.0185166177944188	sigmoid	2	1e-04	401.973878145218
ENSG00000162607.8	USP1	0.0550040999478727	poly	6	1.5	650.531821966171
ENSG00000160051.7	IQCC	-0.017074961363359	sigmoid	2	0.5	518.204190015793
ENSG00000184005.9	ST6GALNAC3	0.00864073814837252	poly	2	1	765.345731973648
ENSG00000142694.6	EVA1B	0.0283376125206191	poly	7	1	394.642052412033
ENSG00000123080.6	CDKN2C	-0.0258670499436286	poly	7	1e-04	353.276260137558
ENSG00000162368.9	CMPK1	-0.0125790248867756	sigmoid	2	0.5	557.810885906219
ENSG00000142864.10	SERBP1	-0.0483778903614033	poly	7	1	664.690041303635
ENSG00000162378.8	ZYG11B	0.0296923205915184	sigmoid	2	0.5	595.425419330597
ENSG00000043514.11	TRIT1	-0.0266524216321572	sigmoid	2	1e-04	366.474102020264
ENSG00000164008.9	C1orf50	-0.0326334507362009	sigmoid	2	0.5	620.313812971115
ENSG00000092847.6	AGO1	-0.0540479706623379	poly	7	1.5	383.030531406403
ENSG00000010803.12	SCMH1	-0.00496218727464877	sigmoid	2	0.5	593.500606536865
ENSG00000177868.7	CCDC23	0.0336519397767124	poly	4	2	597.962009191513
ENSG00000084073.4	ZMPSTE24	-0.0611133963319318	poly	7	0.001	426.768170118332
ENSG00000134717.13	BTF3L4	0.0294170184824168	sigmoid	2	1	365.048441171646
ENSG00000160058.14	BSDC1	0.00656298238214736	poly	7	1.5	364.83398604393
ENSG00000159596.6	TMEM69	-0.0138226568943277	poly	7	0.1	416.704782962799
ENSG00000162377.4	SELRC1	0.0182121114669079	rbf	2	0.5	498.583824634552
ENSG00000134684.6	YARS	-0.00976756458531043	poly	7	0.1	393.126543283463
ENSG00000163866.8	SMIM12	-0.026201931643599	sigmoid	2	1e-04	442.5524122715
ENSG00000084652.11	TXLNA	-0.00647038354325717	poly	4	0.005	369.315079689026
ENSG00000117054.9	ACADM	0.228019646301461	rbf	2	2	658.525121927261
ENSG00000162407.8	PPAP2B	-0.0471091185151	sigmoid	2	0.1	755.535021066666
ENSG00000162398.7	C1orf177	-0.0378543964938627	poly	2	0.05	552.950082302094
ENSG00000157216.11	SSBP3	0.0416146745650987	poly	4	1	628.147980451584
ENSG00000172456.12	FGGY	0.09553802618197	poly	3	1	684.961160898209
ENSG00000132781.12	MUTYH	-0.0212737962457181	poly	7	0.05	284.683846473694
ENSG00000066135.8	KDM4A	-0.03131626965892	poly	3	0.01	491.665861129761
ENSG00000116754.9	SRSF11	-0.0514181517404735	poly	7	1e-04	585.585136651993
ENSG00000036549.8	ZZZ3	-0.0207400523900513	sigmoid	2	0.05	518.829032897949
ENSG00000162623.10	TYW3	0.022011984383862	sigmoid	2	1	531.712528705597
ENSG00000126067.7	PSMB2	0.0181258829434401	poly	5	1	403.654419183731
ENSG00000188786.9	MTF1	-0.00593699796103544	sigmoid	2	0.5	452.826423883438
ENSG00000077254.10	USP33	-0.0025549565587734	poly	2	0.1	519.200595617294
ENSG00000178028.9	DMAP1	-0.00229874126857943	sigmoid	2	0.05	478.543401002884
ENSG00000177606.5	JUN	-0.0728676747854902	poly	7	0.5	595.605412483215
ENSG00000054118.9	THRAP3	-0.00794851801332563	poly	7	1e-04	513.89387345314
ENSG00000162456.5	KNCN	-0.0343227635379579	poly	7	0.01	444.162749290466
ENSG00000116871.11	MAP7D1	-0.00921124256130121	poly	7	1e-04	445.88935136795
ENSG00000183317.12	EPHA10	-0.00699698225630923	poly	2	0.1	427.561762094498
ENSG00000117010.11	ZNF684	-0.00990165046129894	poly	7	5e-04	503.012453079224
ENSG00000117450.9	PRDX1	-0.0103681594059618	poly	5	0.5	351.637833118439
ENSG00000126070.14	AGO3	-0.0209193239458326	poly	4	0.1	365.62633728981
ENSG00000116171.12	SCP2	0.000329757336008862	sigmoid	2	0.5	486.039317369461
ENSG00000126091.15	ST3GAL3	-0.0461617203075951	rbf	2	0.5	470.371240139008
ENSG00000117408.6	IPO13	-0.0150505932490509	rbf	2	0.001	441.714418649673
ENSG00000116985.6	BMP8B	-0.0274732040701622	sigmoid	2	1e-04	448.108466148376
ENSG00000183431.7	SF3A3	-0.0245456094940748	sigmoid	2	0.05	314.501149177551
ENSG00000162520.10	SYNC	-0.0164385285640251	sigmoid	2	1.5	333.926491737366
ENSG00000070785.12	EIF2B3	-0.016651027991984	sigmoid	2	1e-04	403.756286859512
ENSG00000116514.12	RNF19B	-0.0230901301965715	poly	7	0.001	320.147336959839
ENSG00000243725.2	TTC4	0.162295878217881	poly	4	2	628.841502666473
ENSG00000125703.10	ATG4C	0.0864895429758373	poly	7	1	650.58667755127
ENSG00000142937.7	RPS8	-0.0286425766929615	rbf	2	0.01	386.505788803101
ENSG00000162402.8	USP24	0.0117870633724445	sigmoid	2	2	513.42550611496
ENSG00000084072.12	PPIE	-0.0343107971835933	linear	2	5e-04	424.545447349548
ENSG00000116922.9	C1orf109	-0.0405066553884279	rbf	2	0.01	336.803802251816
ENSG00000117410.9	ATP6V0B	0.0283748689801222	rbf	2	1	459.928337097168
ENSG00000162517.8	PEF1	0.00772289999445543	poly	7	0.5	380.722415447235
ENSG00000086015.15	MAST2	0.00803400318921457	sigmoid	2	0.5	486.86253619194
ENSG00000117385.11	LEPRE1	-0.00173655447620487	rbf	2	1	613.896419525146
ENSG00000253313.1	C1orf210	-0.0269513287379495	poly	4	0.1	676.850544929504
ENSG00000181817.5	LSM10	-0.00939680706650148	sigmoid	2	0.5	529.772644996643
ENSG00000159479.12	MED8	0.0671548067288149	poly	4	2	564.747161626816
ENSG00000176261.11	ZBTB8OS	-0.0119708861463143	rbf	2	0.001	351.677409410477
ENSG00000134686.12	PHC2	-0.0467456240865643	rbf	2	0.005	548.539889812469
ENSG00000088035.11	ALG6	-0.0284680687250021	rbf	2	1	646.10732960701
ENSG00000117448.9	AKR1A1	0.0230014226079609	sigmoid	2	0.5	409.433785438538
ENSG00000117862.6	TXNDC12	-0.0299691330863404	poly	4	0.1	335.211178064346
ENSG00000171812.6	COL8A2	0.048399536947388	poly	5	2	456.376349210739
ENSG00000116478.7	HDAC1	-0.0627624891631922	sigmoid	2	0.1	348.950205087662
ENSG00000121774.12	KHDRBS1	-0.0224401194320279	poly	3	0.05	356.675681352615
ENSG00000162437.10	RAVER2	-0.00510970634281902	poly	5	0.1	496.363300085068
ENSG00000084070.7	SMAP2	-0.0053746807373674	poly	7	0.5	412.539324522018
ENSG00000117411.12	B4GALT2	-0.0488126055994816	poly	7	1e-04	515.365923404694
ENSG00000132122.7	SPATA6	-0.0216900853199187	sigmoid	2	1e-04	491.068016767502
ENSG00000142856.12	ITGB3BP	0.42532503186762	linear	2	0.001	517.595373868942
ENSG00000117395.6	EBNA1BP2	0.00150734696933172	poly	6	1.5	569.725039243698
ENSG00000116560.6	SFPQ	-0.0242604159918667	linear	2	1e-04	376.146801948547
ENSG00000168653.6	NDUFS5	0.289823040439614	poly	3	2	469.29844379425
ENSG00000092850.7	TEKT2	-0.00700550282546848	poly	7	1e-04	412.919609069824
ENSG00000117481.5	NSUN4	-0.0410375257223305	sigmoid	2	0.1	452.818977355957
ENSG00000020129.11	NCDN	-0.00590821728951965	poly	3	0.1	337.711632490158
ENSG00000123091.4	RNF11	-0.0267478023240173	poly	7	1e-04	340.904965639114
ENSG00000116678.14	LEPR	0.185175397557344	rbf	2	2	572.337978601456
ENSG00000065978.13	YBX1	0.0269391181664923	poly	3	0.5	651.787808179855
ENSG00000116954.7	RRAGC	-0.000530811604348136	rbf	2	0.5	420.23593211174
ENSG00000066557.5	LRRC40	-0.00570999384657758	poly	7	1e-04	694.857548952103
ENSG00000183520.7	UTP11L	0.016885566480351	poly	7	1	389.9384765625
ENSG00000116157.5	GPX7	0.442534746607837	linear	2	0.001	386.815097093582
ENSG00000162396.5	PARS2	-0.0144442126932908	poly	4	0.005	558.262437105179
ENSG00000175130.6	MARCKSL1	-0.0126697584365262	poly	7	0.1	359.825481414795
ENSG00000173660.7	UQCRH	-0.0248369588220867	sigmoid	2	0.005	434.458253860474
ENSG00000118454.8	ANKRD13C	-0.0366420801751209	sigmoid	2	0.5	553.003179073334
ENSG00000168528.7	SERINC2	0.0362141375930401	sigmoid	2	1.5	383.100178003311
ENSG00000163875.11	MEAF6	-0.0439143465659464	sigmoid	2	0.05	411.910396099091
ENSG00000116221.11	MRPL37	-0.000752220746565224	poly	7	0.5	511.356884002686
ENSG00000134744.9	ZCCHC11	-0.0348717539048973	poly	4	0.05	447.346566200256
ENSG00000240563.1	L1TD1	0.0745087329910173	poly	3	2	510.71297621727
ENSG00000180488.10	FAM73A	-0.057844335072942	sigmoid	2	1e-04	565.872872114182
ENSG00000126088.8	UROD	0.101575625230021	poly	2	1	328.259459972382
ENSG00000159592.6	GPBP1L1	-0.00172274943307378	poly	5	0.1	344.223728895187
ENSG00000070759.12	TESK2	0.00465611847403826	poly	7	0.1	300.010834217072
ENSG00000132780.12	NASP	-0.0115894451346583	poly	3	0.1	326.542804479599
ENSG00000198160.10	MIER1	0.0398691295388796	poly	7	2	646.586634874344
ENSG00000174574.11	AKIRIN1	-0.0129323872415222	poly	7	0.05	401.749955654144
ENSG00000117394.15	SLC2A1	0.00549396165726717	sigmoid	2	0.5	598.981230258942
ENSG00000116497.13	S100PBP	-0.0575748106281416	sigmoid	2	1	308.31800031662
ENSG00000164010.9	ERMAP	0.0488410622909111	sigmoid	2	1.5	522.740838289261
ENSG00000171793.9	CTPS1	0.00770509117607234	linear	2	1e-04	643.948677301407
ENSG00000119535.13	CSF3R	0.0460996026712048	poly	6	2	420.736284971237
ENSG00000162384.9	C1orf123	-0.0421047309552657	sigmoid	2	1e-04	471.220127820969
ENSG00000127124.9	HIVEP3	-0.0362259068688401	sigmoid	2	1e-04	718.186439037323
ENSG00000025800.9	KPNA6	0.0173481958642809	poly	7	1	370.556409835815
ENSG00000134748.12	PRPF38A	-0.000854483851973242	sigmoid	2	0.1	309.518095016479
