Gene_ID	Gene_Name	CV_R2	kernel	degree	C	time.s.
ENSG00000117308.10	GALE	-0.00304468577114272	sigmoid	2	1e-04	1883.50517296791
ENSG00000171824.9	EXOSC10	-0.00330082075275975	sigmoid	2	1e-04	2346.28241372108
ENSG00000142634.8	EFHD2	-0.00807331154556259	sigmoid	2	1e-04	2081.55146622658
ENSG00000116688.12	MFN2	0.296648365898112	linear	2	5e-04	1832.50458192825
ENSG00000142675.13	CNKSR1	-0.0111765825093466	sigmoid	2	0.1	1411.75567173958
ENSG00000090020.6	SLC9A1	-0.0113520202649383	sigmoid	2	1e-04	1704.11591482162
ENSG00000188157.9	AGRN	-0.0139602966321061	rbf	2	0.001	270.45738363266
ENSG00000175206.6	NPPA	-0.0115975975046014	sigmoid	2	0.1	2057.13957238197
ENSG00000001461.12	NIPAL3	0.0153105080700106	poly	2	0.05	1895.52386522293
ENSG00000177000.6	MTHFR	0.156779083433159	poly	2	0.5	1731.21404337883
ENSG00000011021.17	CLCN6	0.0510644373251553	poly	6	0.01	2098.26880955696
ENSG00000004487.11	KDM1A	0.0803492819511447	poly	2	0.1	1732.1799890995
ENSG00000065526.6	SPEN	-0.00376749857830565	sigmoid	2	1e-04	2147.8751540184
ENSG00000142677.3	IL22RA1	-0.0217958433375637	rbf	2	0.1	1592.35232281685
ENSG00000117602.7	RCAN3	0.0057672306971301	rbf	2	0.1	1608.02949857712
ENSG00000117643.10	MAN1C1	-0.0166175787579779	sigmoid	2	0.5	1732.51170945168
ENSG00000162419.8	GMEB1	-0.00927403140170406	sigmoid	2	0.05	1689.95974516869
ENSG00000077549.13	CAPZB	-0.00139233351384631	poly	7	0.001	2002.54818344116
ENSG00000116670.10	MAD2L2	-0.00995985643038899	poly	5	0.005	1612.0025343895
ENSG00000215695.1	RSC1A1	-0.00278561742748218	sigmoid	2	0.1	1829.450953722
ENSG00000049247.9	UTS2	0.459259945927113	linear	2	0.005	1329.53155970573
ENSG00000125944.14	HNRNPR	-0.0104145408378173	poly	6	5e-04	1380.32373356819
ENSG00000204510.1	PRAMEF7	-0.00511695916600046	poly	7	5e-04	1015.27057957649
ENSG00000008128.18	CDK11A	-0.0107301496766034	sigmoid	2	0.05	708.767250299454
ENSG00000011009.6	LYPLA2	0.00102032621237003	sigmoid	2	0.1	1675.03055524826
ENSG00000117118.5	SDHB	-0.0116015780184581	sigmoid	2	1e-04	1643.03623485565
ENSG00000116350.11	SRSF4	0.00765357479168909	sigmoid	2	0.1	1516.12904810905
ENSG00000060642.6	PIGV	-0.0417763426894262	rbf	2	0.005	1230.59941411018
ENSG00000198746.8	GPATCH3	-0.00737183595860831	poly	7	5e-04	1197.83032679558
ENSG00000169504.10	CLIC4	0.0844949376833148	linear	2	1e-04	1461.40096855164
ENSG00000117713.13	ARID1A	0.0443477750272162	linear	2	5e-04	1327.39623403549
ENSG00000159339.9	PADI4	0.268700043815218	poly	2	1	1413.82083010674
ENSG00000074964.12	ARHGEF10L	-0.0136200397546864	sigmoid	2	1e-04	1596.08042860031
ENSG00000049249.4	TNFRSF9	-0.00197942783202232	sigmoid	2	0.1	1363.29794955254
ENSG00000160075.10	SSU72	-0.00972063358289201	sigmoid	2	1e-04	620.205291986465
ENSG00000162444.11	RBP7	0.0365269743649911	poly	2	0.1	1212.67581105232
ENSG00000142632.11	ARHGEF19	0.305159643845568	linear	2	0.001	1924.9081788063
ENSG00000117758.9	STX12	-0.00314377858668471	sigmoid	2	1e-04	1159.34306430817
ENSG00000197530.8	MIB2	-0.00884948160339078	sigmoid	2	1e-04	673.239840269089
ENSG00000244038.5	DDOST	-0.00815783667354131	sigmoid	2	0.1	1661.84719920158
ENSG00000090686.11	USP48	0.028510568344766	linear	2	1e-04	1666.87119960785
ENSG00000158156.7	XKR8	-0.00192749869419397	poly	3	0.01	1332.10855698586
ENSG00000162441.7	LZIC	-0.00363563059881189	sigmoid	2	0.01	1182.20200896263
ENSG00000158828.5	PINK1	0.0277901684242589	poly	7	0.01	1677.48451709747
ENSG00000198492.10	YTHDF2	-0.0222808584688477	sigmoid	2	1e-04	1551.33538246155
ENSG00000186501.9	TMEM222	0.00039421975700582	sigmoid	2	0.1	1131.9481215477
ENSG00000130775.11	THEMIS2	0.022802918404589	linear	2	1e-04	1270.51586604118
ENSG00000171603.12	CLSTN1	-0.00978134197297691	poly	3	0.005	1219.56494760513
ENSG00000158062.16	UBXN11	-0.0154792541031779	rbf	2	0.005	1353.04045796394
ENSG00000127483.13	HP1BP3	0.0279867683509843	poly	7	0.005	1737.12272548676
ENSG00000127481.10	UBR4	-0.0456845700328324	sigmoid	2	0.05	1822.25575757027
ENSG00000162438.7	CTRC	-0.0179717869198288	poly	6	5e-04	1678.31209993362
ENSG00000159423.12	ALDH4A1	-0.0121716452249003	rbf	2	0.01	1803.23546934128
ENSG00000180098.5	TRNAU1AP	-0.0223379692291007	sigmoid	2	0.1	1474.88306450844
ENSG00000070886.6	EPHA8	-0.00777591342258459	sigmoid	2	0.01	1532.06510138512
ENSG00000116663.6	FBXO6	-0.00695755558243889	poly	7	0.001	1400.6276640892
ENSG00000189266.7	PNRC2	0.080789381914337	poly	3	0.1	1503.15156793594
ENSG00000175756.9	AURKAIP1	-0.0240656846894189	sigmoid	2	1e-04	428.310453891754
ENSG00000187608.5	ISG15	0.0939387488522068	linear	2	0.01	186.851556301117
ENSG00000162511.7	LAPTM5	0.00720795576881317	poly	6	0.005	1758.52793812752
ENSG00000184677.12	ZBTB40	-0.0010361377248564	sigmoid	2	0.5	1601.52705216408
ENSG00000157881.9	PANK4	-0.0134584364529706	sigmoid	2	1e-04	1201.39035320282
ENSG00000069424.10	KCNAB2	0.0059195669843304	poly	5	0.01	1719.46074724197
ENSG00000009780.11	FAM76A	0.00455031753031641	linear	2	1e-04	1194.15902471542
ENSG00000162496.4	DHRS3	-0.0355492231175033	rbf	2	5e-04	1158.60784983635
ENSG00000116786.7	PLEKHM2	0.0517307960728102	rbf	2	0.5	1568.3694870472
ENSG00000142765.13	SYTL1	-0.00723949756051567	poly	5	0.001	1109.52522230148
ENSG00000173372.12	C1QA	0.00136667852232304	sigmoid	2	1	1422.924284935
ENSG00000221978.7	CCNL2	-0.013298148357235	sigmoid	2	0.1	447.60152721405
ENSG00000169442.4	CD52	0.712973641258214	poly	3	0.5	1585.7083158493
ENSG00000158195.6	WASF2	-0.00409466607594722	sigmoid	2	0.05	1158.76425886154
ENSG00000130939.14	UBE4B	0.00710668251652411	linear	2	1e-04	1340.41121912003
ENSG00000169403.7	PTAFR	-0.00753106858807802	sigmoid	2	1e-04	1391.59066271782
ENSG00000179163.11	FUCA1	0.179609211688629	linear	2	5e-04	1469.40630745888
ENSG00000171608.11	PIK3CD	-0.00659194899085123	rbf	2	0.1	1254.94987988472
ENSG00000020633.14	RUNX3	0.0377515469422379	poly	5	0.01	1333.35441184044
ENSG00000173436.9	MINOS1	-0.00949015287243533	sigmoid	2	1e-04	1802.43733668327
ENSG00000160049.7	DFFA	-0.00434115932837376	poly	7	0.001	1370.17077374458
ENSG00000053371.8	AKR7A2	0.0450502995090439	poly	7	0.1	1756.59343600273
ENSG00000142669.9	SH3BGRL3	0.262848894142988	linear	2	5e-04	1397.85382437706
ENSG00000117614.5	SYF2	-0.00883000917205445	sigmoid	2	0.01	1431.92315292358
ENSG00000142751.10	GPN2	-0.0391202458837792	poly	5	5e-04	1113.72244262695
ENSG00000116649.5	SRM	-0.00891811261094344	sigmoid	2	1e-04	1660.18614840508
ENSG00000127054.14	CPSF3L	-0.0107905286330381	sigmoid	2	0.05	319.05069231987
ENSG00000162430.12	SEPN1	-0.0140877443105238	poly	7	1e-04	1381.96842718124
ENSG00000132906.13	CASP9	0.0950212552351919	linear	2	1e-04	1673.50740814209
ENSG00000188529.10	SRSF10	-0.011654580693323	sigmoid	2	0.05	1461.88827133179
ENSG00000204178.5	TMEM57	-0.00255696088386301	poly	7	0.001	1431.38284850121
ENSG00000126709.10	IFI6	-0.0108332628891516	poly	4	0.001	1064.80490899086
ENSG00000097021.14	ACOT7	0.0159143794441605	poly	3	0.05	1619.77541303635
ENSG00000120948.11	TARDBP	-0.012857666137942	sigmoid	2	1e-04	1663.29820203781
ENSG00000116691.6	MIIP	-0.00154653227872208	poly	4	1e-04	1544.57357931137
ENSG00000204859.7	ZBTB48	-0.00292054366282368	poly	3	0.01	1479.72834801674
ENSG00000053372.4	MRTO4	-0.0144134860785152	poly	7	0.001	1753.59236764908
ENSG00000130764.5	LRRC47	-0.00676968873237751	poly	2	0.05	1604.59804534912
ENSG00000197785.9	ATAD3A	0.00288833485218682	poly	7	5e-04	534.651705026627
ENSG00000158109.10	TPRG1L	0.0975015686707165	linear	2	0.001	1420.62381100655
ENSG00000007923.11	DNAJC11	-0.023711502553307	sigmoid	2	0.01	1482.62545490265
ENSG00000253368.3	TRNP1	-0.0135240694657366	sigmoid	2	0.01	1114.12462687492
ENSG00000177674.11	AGTRAP	0.0145642916242802	rbf	2	0.5	1473.24940490723
ENSG00000116251.5	RPL22	-0.0142166273201068	rbf	2	0.005	1686.04987239838
ENSG00000116731.18	PRDM2	5.11024952681849e-05	poly	7	0.01	1334.979565382
ENSG00000175707.7	C1orf172	-0.00655455200743322	sigmoid	2	0.05	1244.80594611168
ENSG00000126698.6	DNAJC8	0.190973918548759	poly	2	0.1	1458.04387450218
ENSG00000133226.12	SRRM1	0.00358851598027876	rbf	2	0.1	1409.50383591652
ENSG00000142599.13	RERE	0.104146218701695	rbf	2	0.5	1428.78583931923
ENSG00000120942.9	UBIAD1	-0.0128563173073469	sigmoid	2	0.1	1497.7172627449
ENSG00000048707.9	VPS13D	-0.0304655672137735	sigmoid	2	1e-04	1333.73124980927
ENSG00000157933.9	SKI	-0.0156170441292158	poly	6	0.005	1081.6902589798
ENSG00000162413.12	KLHL21	-0.00395903207512407	poly	7	0.001	1473.22997665405
ENSG00000169972.7	PUSL1	-0.00773691041724764	rbf	2	0.001	289.508218288422
ENSG00000117115.8	PADI2	0.0953210127862546	poly	5	0.05	1481.28297567368
ENSG00000159189.7	C1QC	-0.00688480273883119	sigmoid	2	0.05	1399.9220085144
ENSG00000173614.9	NMNAT1	0.00817603895770727	poly	7	0.005	1226.3461534977
ENSG00000183726.6	TMEM50A	0.0133351954931619	poly	7	0.001	1546.57178807259
ENSG00000130695.9	CEP85	-0.00550463950893074	rbf	2	0.1	1333.85421586037
ENSG00000188290.6	HES4	0.122763306587198	linear	2	0.005	192.478074073792
ENSG00000090432.5	MUL1	0.102310401035172	linear	2	5e-04	1604.93804264069
ENSG00000049239.8	H6PD	0.00995456199145874	sigmoid	2	0.5	1149.12520432472
ENSG00000142657.16	PGD	-0.010062998970761	sigmoid	2	1e-04	1225.94230318069
ENSG00000157916.14	RER1	0.112786511859507	linear	2	0.001	1235.99314856529
ENSG00000142733.10	MAP3K6	0.00594703492081827	linear	2	1e-04	1093.51351451874
ENSG00000131697.13	NPHP4	-0.00164145838030905	sigmoid	2	0.1	1762.74365162849
ENSG00000117676.9	RPS6KA1	0.0847798327530953	linear	2	5e-04	1279.72556042671
ENSG00000171729.9	TMEM51	0.550504698954984	rbf	2	2	1706.63568234444
ENSG00000182749.5	PAQR7	-0.00078006213335633	poly	3	0.01	1335.91275072098
ENSG00000074800.9	ENO1	0.0229009074837104	sigmoid	2	0.5	1111.37991333008
ENSG00000160087.16	UBE2J2	-0.0161977427842425	rbf	2	0.05	295.821568012238
ENSG00000049245.8	VAMP3	0.051697921814166	rbf	2	0.5	1358.30959153175
ENSG00000028137.12	TNFRSF1B	-0.00554154153281896	poly	6	5e-04	1405.98641347885
ENSG00000116213.11	WRAP73	-0.00473705937786801	sigmoid	2	0.005	1461.50381755829
ENSG00000169598.11	DFFB	0.0362460836047132	poly	4	0.05	1665.97271990776
ENSG00000224051.2	GLTPD1	-0.0118101254121383	sigmoid	2	0.05	316.585354089737
ENSG00000176022.3	B3GALT6	0.159250925307717	poly	5	0.01	287.210195541382
ENSG00000175087.5	PDIK1L	-0.0126521081542243	rbf	2	0.05	1254.39611434937
ENSG00000130770.13	ATPIF1	0.366683931935554	linear	2	5e-04	1468.30870103836
ENSG00000117751.13	PPP1R8	-0.00459972358794956	rbf	2	0.001	1222.01430082321
ENSG00000049246.10	PER3	0.00533533546035858	sigmoid	2	1	1374.43933987617
ENSG00000117616.13	C1orf63	-0.00129866079093868	poly	3	0.01	1496.61686348915
ENSG00000157191.15	NECAP2	0.481541191056241	linear	2	0.001	1904.25476002693
ENSG00000178585.10	CTNNBIP1	0.0143398037553921	linear	2	1e-04	1194.00571751595
ENSG00000157873.13	TNFRSF14	-0.0133724254359888	poly	7	1e-04	1215.38388633728
ENSG00000083444.12	PLOD1	0.0330881732093403	linear	2	5e-04	1511.88447499275
ENSG00000070831.11	CDC42	0.132607737682674	linear	2	1e-04	1607.24092578888
ENSG00000060688.8	SNRNP40	0.0425570134047705	sigmoid	2	0.5	1694.85338568687
ENSG00000173369.11	C1QB	0.00308356119216528	linear	2	1e-04	1407.30596899986
ENSG00000131591.13	C1orf159	-0.0138454078125827	linear	2	5e-04	216.879145860672
ENSG00000067606.11	PRKCZ	-0.00572817039360405	sigmoid	2	0.1	1048.03960037231
ENSG00000117298.10	ECE1	0.00181686009941062	poly	6	0.005	1859.78875732422
ENSG00000133216.12	EPHB2	0.0196202398321455	sigmoid	2	1	1470.62759208679
ENSG00000008130.11	NADK	-0.00276753838510944	rbf	2	0.05	718.661971092224
ENSG00000198830.6	HMGN2	0.11779644149083	linear	2	5e-04	1268.65975546837
ENSG00000219481.6	NBPF1	-0.00860102668295473	rbf	2	0.1	1898.44531798363
ENSG00000037637.6	FBXO42	-0.0091051754574885	poly	7	1e-04	1831.32158589363
ENSG00000075151.15	EIF4G3	0.00998444089222519	poly	2	0.05	1919.81046295166
ENSG00000057757.5	PITHD1	-0.0116160007988016	sigmoid	2	1e-04	1475.01409387589
ENSG00000117682.12	DHDDS	-0.022396562060359	poly	7	1e-04	1277.20285177231
ENSG00000242485.1	MRPL20	0.00391793195071601	sigmoid	2	1	471.595552444458
ENSG00000000938.8	FGR	-0.0239363529810709	poly	3	1e-04	1055.11926794052
ENSG00000159023.14	EPB41	0.000764460762695429	sigmoid	2	0.1	1536.76083946228
ENSG00000157870.10	FAM213B	0.103513249907743	poly	4	0.01	1307.07078528404
ENSG00000157978.7	LDLRAP1	-0.0110418799049237	poly	2	0.005	1471.31662964821
ENSG00000007968.6	E2F2	0.00205077478532572	poly	7	0.001	1343.20501947403
ENSG00000125945.9	ZNF436	-0.00979401330607363	sigmoid	2	0.1	1364.41790127754
ENSG00000078369.13	GNB1	-0.00578072671408236	sigmoid	2	1e-04	732.46174621582
ENSG00000117748.5	RPA2	0.404640554173089	poly	2	0.5	1480.64189839363
ENSG00000187583.5	PLEKHN1	-0.00489897291026313	sigmoid	2	1e-04	181.609068632126
ENSG00000159363.13	ATP13A2	-0.015174715210263	sigmoid	2	1e-04	1589.2127571106
ENSG00000116809.7	ZBTB17	-0.0129186675309575	poly	2	0.01	1720.60721945763
ENSG00000188976.6	NOC2L	-0.0236341188390811	rbf	2	0.005	170.4834420681
ENSG00000117305.10	HMGCL	0.0146507197082149	sigmoid	2	0.5	1490.15253686905
ENSG00000198912.6	C1orf174	0.0230542451762239	poly	2	0.1	1702.29681587219
ENSG00000196581.6	AJAP1	-0.0242127975187779	sigmoid	2	0.01	2759.50073838234
ENSG00000130940.10	CASZ1	-0.00808972102319987	rbf	2	0.01	1906.6962287426
ENSG00000117318.8	ID3	-0.0324856738168846	sigmoid	2	1e-04	1669.05814957619
ENSG00000158006.9	PAFAH2	-0.0175059090125429	rbf	2	0.01	1719.97900700569
ENSG00000134644.11	PUM1	0.126797719991415	rbf	2	0.5	2066.33942914009
ENSG00000121766.10	ZCCHC17	-0.000680179755197297	poly	3	0.005	2245.73762893677
ENSG00000054523.12	KIF1B	0.317026179843029	linear	2	0.001	1630.03665041924
ENSG00000204219.5	TCEA3	-0.0122706029308808	linear	2	1e-04	1597.50814604759
ENSG00000117215.10	PLA2G2D	-0.00665684378856053	sigmoid	2	1e-04	2233.88682770729
ENSG00000169991.6	IFFO2	0.00238116982401835	rbf	2	0.05	2396.95925068855
ENSG00000142606.11	MMEL1	0.0832686100824625	sigmoid	2	0.5	1589.22627997398
ENSG00000179051.9	RCC2	0.058322538355686	sigmoid	2	0.5	1683.19960331917
ENSG00000142583.13	SLC2A5	0.258300735548304	poly	2	0.5	1624.43990898132
ENSG00000198793.8	MTOR	-0.00303607668772687	rbf	2	0.1	2169.79731559753
ENSG00000162517.8	PEF1	-0.00847187992582792	poly	7	5e-04	2178.40243434906
ENSG00000132485.8	ZRANB2	-0.000407664905004612	poly	4	0.01	2048.01952409744
ENSG00000020129.11	NCDN	-0.00465619428031572	poly	7	5e-04	1008.60238552094
ENSG00000127603.19	MACF1	-0.0149681590226339	sigmoid	2	1e-04	1882.79246068001
ENSG00000168653.6	NDUFS5	0.560281818515778	poly	2	0.5	1957.90345668793
ENSG00000159214.8	CCDC24	0.193492285553913	linear	2	5e-04	1874.80748534203
ENSG00000173660.7	UQCRH	-0.000684996929794313	linear	2	1e-04	1925.53873944283
ENSG00000162433.10	AK4	0.104667444409404	linear	2	5e-04	2180.85339617729
ENSG00000070785.12	EIF2B3	-0.00881336065860443	sigmoid	2	0.5	2305.51707458496
ENSG00000127125.7	PPCS	-0.00691882579006877	sigmoid	2	0.1	2109.45781445503
ENSG00000179862.5	CITED4	0.490621268540042	linear	2	0.005	2059.10729718208
ENSG00000198841.3	KTI12	-0.00766144280997159	poly	7	0.001	1225.39097762108
ENSG00000160058.14	BSDC1	-0.00778647654888927	poly	7	5e-04	1672.80867624283
ENSG00000123472.8	ATPAF1	0.252319109021261	rbf	2	0.5	2138.09545636177
ENSG00000162398.7	C1orf177	0.00152807976021203	poly	4	0.01	2037.51815056801
ENSG00000043514.11	TRIT1	0.342933661216861	linear	2	0.001	2003.0872092247
ENSG00000134744.9	ZCCHC11	-0.0130687539977522	poly	3	5e-04	1989.43231129646
ENSG00000183431.7	SF3A3	0.0280982319843216	rbf	2	0.5	1659.00441074371
ENSG00000196182.6	STK40	-0.0208300627186381	sigmoid	2	0.05	1515.41004300117
ENSG00000198160.10	MIER1	-0.0377541653374922	sigmoid	2	1e-04	2280.60510444641
ENSG00000142686.7	C1orf216	0.0124560164458968	poly	6	0.01	1005.56056547165
ENSG00000142961.10	MOB3C	0.00189072233291649	sigmoid	2	0.05	2163.6677134037
ENSG00000070759.12	TESK2	-0.014654455882953	sigmoid	2	0.1	2165.06987762451
ENSG00000119535.13	CSF3R	0.00236787379023615	sigmoid	2	0.5	1711.58556604385
ENSG00000025800.9	KPNA6	0.0266431682540731	rbf	2	0.5	1913.83203864098
ENSG00000171793.9	CTPS1	0.096595492158687	poly	2	0.1	1909.33068299294
ENSG00000116209.7	TMEM59	-0.00876738823183119	sigmoid	2	1e-04	1775.77210068703
ENSG00000088035.11	ALG6	0.00737459665633227	sigmoid	2	0.5	1850.41424942017
ENSG00000178028.9	DMAP1	-0.00368731009460967	sigmoid	2	1e-04	1786.2828142643
ENSG00000126067.7	PSMB2	-0.00612180305890653	poly	3	0.01	960.34667634964
ENSG00000172456.12	FGGY	-0.00919396032991433	sigmoid	2	0.1	2030.05646204948
ENSG00000162377.4	SELRC1	0.0958472662289764	poly	3	0.05	1708.88466119766
ENSG00000164010.9	ERMAP	0.100508366100399	linear	2	5e-04	2115.32314109802
ENSG00000092847.6	AGO1	-0.0212726083787171	linear	2	1e-04	797.49120759964
ENSG00000160055.15	TMEM234	-0.00225899662756148	poly	7	5e-04	1441.25562143326
ENSG00000163877.9	SNIP1	0.0529421005505599	rbf	2	0.5	1605.02846765518
ENSG00000171960.6	PPIH	-0.00874262963809027	poly	7	0.001	2076.57794952393
ENSG00000187147.13	RNF220	-0.00645563610632136	sigmoid	2	0.5	1863.8338675499
ENSG00000116791.9	CRYZ	0.745757043848318	linear	2	0.005	2281.04606103897
ENSG00000203965.8	EFCAB7	-0.00566690646483901	sigmoid	2	0.5	1834.55596423149
ENSG00000160050.10	CCDC28B	0.0109663284505823	poly	5	0.005	1741.47541737556
ENSG00000116560.6	SFPQ	0.00416051611145072	linear	2	1e-04	1227.69560337067
ENSG00000162407.8	PPAP2B	0.0406692843426313	sigmoid	2	1.5	2248.72022247314
ENSG00000117419.10	ERI3	-0.00806918547839084	sigmoid	2	1e-04	1768.15561914444
ENSG00000134698.10	AGO4	-0.0186594886197417	rbf	2	0.1	870.344307184219
ENSG00000146463.7	ZMYM4	-0.00296739885439656	sigmoid	2	0.1	1288.3175330162
ENSG00000118454.8	ANKRD13C	0.0329347306158816	linear	2	1e-04	2057.25545811653
ENSG00000213625.4	LEPROT	0.427872073311349	rbf	2	2	2134.80681324005
ENSG00000162434.7	JAK1	-0.00987343419885684	sigmoid	2	1e-04	1891.84164214134
ENSG00000132122.7	SPATA6	-0.00695674626980411	sigmoid	2	0.01	1503.16436886787
ENSG00000117834.8	SLC5A9	-0.031307105600509	poly	5	5e-04	1514.76644873619
ENSG00000177868.7	CCDC23	0.197242550622474	linear	2	5e-04	1829.41035413742
ENSG00000162385.6	MAGOH	0.000157845331257023	sigmoid	2	0.1	1718.77433609962
ENSG00000116717.7	GADD45A	0.0271361455259126	sigmoid	2	1	1857.44991636276
ENSG00000243725.2	TTC4	-0.0030722825620817	poly	7	0.01	1684.91585493088
ENSG00000131236.12	CAP1	-0.027452291702829	rbf	2	0.1	1545.03616189957
ENSG00000117385.11	LEPRE1	-0.00491016004260523	rbf	2	0.1	1730.92629909515
ENSG00000198815.4	FOXJ3	-0.00858446362645915	poly	6	1e-04	1822.71408009529
ENSG00000134717.13	BTF3L4	-0.00437916330767043	sigmoid	2	0.05	1047.82231330872
ENSG00000116641.11	DOCK7	0.228292167713319	poly	2	0.1	1785.22602200508
ENSG00000121775.13	TMEM39B	-0.0107313262358683	poly	3	0.01	1424.02864813805
ENSG00000188786.9	MTF1	0.0120958508738593	sigmoid	2	0.5	1344.29394078255
ENSG00000162613.12	FUBP1	-0.0166239364540435	sigmoid	2	0.005	1996.41437292099
ENSG00000142937.7	RPS8	0.00251877074107414	rbf	2	0.1	1591.50449967384
ENSG00000187815.5	ZFP69	0.00435778851234609	rbf	2	0.1	1668.82523751259
ENSG00000066322.8	ELOVL1	0.00445659047280751	poly	7	0.01	1730.03609848022
ENSG00000084652.11	TXLNA	-0.0113269969298317	sigmoid	2	1e-04	1362.39904332161
ENSG00000154222.10	CC2D1B	0.202058106831606	rbf	2	1.5	1504.18725323677
ENSG00000054118.9	THRAP3	-0.0082013933953371	sigmoid	2	0.05	1156.53586053848
ENSG00000084070.7	SMAP2	0.0190300794157994	rbf	2	0.5	1670.00747895241
ENSG00000162368.9	CMPK1	0.0406518530959494	linear	2	1e-04	1658.0301232338
ENSG00000117000.8	RLF	-0.0125789320514939	sigmoid	2	1e-04	1663.21902823448
ENSG00000158315.6	RHBDL2	0.00540968724875039	rbf	2	0.1	1367.7470574379
ENSG00000134684.6	YARS	-0.00800938776811195	sigmoid	2	1e-04	1349.61480879784
ENSG00000054116.7	TRAPPC3	-0.0214212928284907	poly	2	0.01	1011.88856220245
ENSG00000159592.6	GPBP1L1	-0.00652412724450095	poly	6	0.001	1640.13223481178
ENSG00000079277.15	MKNK1	0.045545296120343	linear	2	5e-04	1749.81836175919
ENSG00000058799.9	YIPF1	-0.000797745719987897	sigmoid	2	1	1576.33989095688
ENSG00000116212.10	LRRC42	-0.00849015327080205	poly	7	0.05	1623.60871267319
ENSG00000162437.10	RAVER2	-0.0423566536422736	sigmoid	2	1e-04	1750.72607707977
ENSG00000066557.5	LRRC40	-0.00643417910538981	poly	6	1e-04	1813.95337462425
ENSG00000117408.6	IPO13	-0.00145388377778515	sigmoid	2	0.05	1497.90432906151
ENSG00000163875.11	MEAF6	0.172271615645393	linear	2	5e-04	1363.5700237751
ENSG00000162378.8	ZYG11B	0.168225736823256	sigmoid	2	1	1567.35574483871
ENSG00000183317.12	EPHA10	-0.0101400367615707	sigmoid	2	1e-04	1375.87010526657
ENSG00000117450.9	PRDX1	0.0410199570469473	poly	4	0.01	1699.22385454178
ENSG00000134697.7	GNL2	0.289086338471381	rbf	2	0.5	1358.85854792595
ENSG00000177606.5	JUN	-0.0100672683329628	sigmoid	2	1e-04	1721.88968610764
ENSG00000086015.15	MAST2	-0.017146861806681	poly	5	1e-04	1805.60450267792
ENSG00000131238.11	PPT1	0.293132464466431	linear	2	0.001	1497.44677090645
ENSG00000214114.4	MYCBP	0.0139858113409465	poly	7	0.005	1340.00850987434
ENSG00000162521.14	RBBP4	-0.0369963649746153	poly	3	0.05	1224.62398266792
ENSG00000121310.12	ECHDC2	0.226935144279852	rbf	2	2	1598.5793902874
ENSG00000117010.11	ZNF684	0.00577696681995323	rbf	2	0.1	1616.27208828926
ENSG00000185104.15	FAF1	0.0179537705320204	poly	3	0.05	1234.91095638275
ENSG00000116922.9	C1orf109	-0.00739418294960688	sigmoid	2	1e-04	1348.37823152542
ENSG00000116898.7	MRPS15	-0.00148962618024087	poly	4	0.01	1297.90264558792
ENSG00000121774.12	KHDRBS1	-0.00380048146107765	sigmoid	2	1e-04	1525.08748555183
ENSG00000162520.10	SYNC	0.00499702095814207	sigmoid	2	0.5	1298.11489391327
ENSG00000164008.9	C1orf50	0.0199891457289876	poly	2	0.05	1812.85863018036
ENSG00000126088.8	UROD	0.172710098457042	linear	2	5e-04	1728.44539642334
ENSG00000204084.8	INPP5B	-0.0146139527661778	rbf	2	0.05	1410.31783008575
